HHID,TIME,PASTA,EXPOS,AGE,INCOME,AREA
4,11,4.73780920674796,1,45.9862991929986,31759.3070132834,1
4,12,2.32590841209735,1,45.9862991929986,31759.3070132834,1
4,13,3.99392420643134,3,45.9862991929986,31759.3070132834,1
4,14,1.37175217016513,0,45.9862991929986,31759.3070132834,1
4,15,2.73645781743026,2,45.9862991929986,31759.3070132834,1
4,16,2.13445223881278,0,45.9862991929986,31759.3070132834,1
4,17,1.05492893476957,0,45.9862991929986,31759.3070132834,1
4,18,1.74381369425327,0,45.9862991929986,31759.3070132834,1
4,19,0.637060016702854,0,45.9862991929986,31759.3070132834,1
4,20,0.0334561328319272,0,45.9862991929986,31759.3070132834,1
5,1,3.17775942168775,1,59.4624588489532,39585.6557695682,5
5,2,0.59803981660468,1,59.4624588489532,39585.6557695682,5
5,3,3.22595418823225,2,59.4624588489532,39585.6557695682,5
5,4,0.086104941771066,0,59.4624588489532,39585.6557695682,5
5,5,0.158439933881296,0,59.4624588489532,39585.6557695682,5
5,6,2.80269539362994,1,59.4624588489532,39585.6557695682,5
5,7,1.58142225434524,0,59.4624588489532,39585.6557695682,5
5,8,1.45616757472859,0,59.4624588489532,39585.6557695682,5
5,9,3.64039671986527,2,59.4624588489532,39585.6557695682,5
5,10,0.989046394242077,0,59.4624588489532,39585.6557695682,5
5,11,4.6313633411854,1,59.4624588489532,39585.6557695682,5
5,12,1.01690442165161,0,59.4624588489532,39585.6557695682,5
5,13,1.36560249042518,0,59.4624588489532,39585.6557695682,5
5,14,1.11515963141102,0,59.4624588489532,39585.6557695682,5
5,15,3.28132528003754,0,59.4624588489532,39585.6557695682,5
5,16,1.77067347501085,1,59.4624588489532,39585.6557695682,5
5,17,2.39710653220885,1,59.4624588489532,39585.6557695682,5
5,18,1.0404386780904,1,59.4624588489532,39585.6557695682,5
5,19,3.67200197736926,1,59.4624588489532,39585.6557695682,5
5,20,3.31225904703739,0,59.4624588489532,39585.6557695682,5
6,1,1.71304890680894,1,32.3638047818094,37858.638901077,4
6,2,2.22784442677268,0,32.3638047818094,37858.638901077,4
6,3,1.01622764778177,0,32.3638047818094,37858.638901077,4
6,4,1.69276755461461,0,32.3638047818094,37858.638901077,4
6,5,1.13266240471688,0,32.3638047818094,37858.638901077,4
6,6,2.28736463311671,0,32.3638047818094,37858.638901077,4
6,7,1.86589384799375,0,32.3638047818094,37858.638901077,4
6,8,4.57027402313722,0,32.3638047818094,37858.638901077,4
6,9,1.68172646549231,2,32.3638047818094,37858.638901077,4
6,10,1.04644990623905,1,32.3638047818094,37858.638901077,4
6,11,0.171657402411407,1,32.3638047818094,37858.638901077,4
6,12,1.64667983609513,0,32.3638047818094,37858.638901077,4
6,13,1.5451162929945,0,32.3638047818094,37858.638901077,4
6,14,1.24462176880743,0,32.3638047818094,37858.638901077,4
6,15,2.0038531044236,0,32.3638047818094,37858.638901077,4
6,16,1.79758334582203,0,32.3638047818094,37858.638901077,4
6,17,0.195278231457015,1,32.3638047818094,37858.638901077,4
6,18,2.63614292621935,1,32.3638047818094,37858.638901077,4
6,19,1.07681574007819,0,32.3638047818094,37858.638901077,4
6,20,0.727382393711461,0,32.3638047818094,37858.638901077,4
7,1,2.43079129915925,1,30.7782833939418,77139.4531535784,1
7,2,0.393515039296736,0,30.7782833939418,77139.4531535784,1
7,3,1.61513132486247,0,30.7782833939418,77139.4531535784,1
7,4,1.96350010129882,1,30.7782833939418,77139.4531535784,1
7,5,3.31401885280353,1,30.7782833939418,77139.4531535784,1
7,6,1.92648843388655,0,30.7782833939418,77139.4531535784,1
7,7,2.98511969239158,1,30.7782833939418,77139.4531535784,1
7,8,2.32847914261051,0,30.7782833939418,77139.4531535784,1
7,9,0.143608814652872,0,30.7782833939418,77139.4531535784,1
7,10,2.67953772218325,1,30.7782833939418,77139.4531535784,1
7,11,1.85206756035691,0,30.7782833939418,77139.4531535784,1
7,12,0.427704306731046,0,30.7782833939418,77139.4531535784,1
7,13,2.17000543359086,1,30.7782833939418,77139.4531535784,1
7,14,1.08766981504143,0,30.7782833939418,77139.4531535784,1
7,15,3.06948409685282,0,30.7782833939418,77139.4531535784,1
7,16,4.81024474443722,3,30.7782833939418,77139.4531535784,1
7,17,3.57249469359453,1,30.7782833939418,77139.4531535784,1
7,18,3.21754091969943,1,30.7782833939418,77139.4531535784,1
7,19,2.46831879606973,0,30.7782833939418,77139.4531535784,1
7,20,2.81972081341642,0,30.7782833939418,77139.4531535784,1
8,1,0.906210149705347,1,36.2710108691826,30606.5485688901,3
8,2,0.303051055398119,0,36.2710108691826,30606.5485688901,3
8,3,2.55067618552545,0,36.2710108691826,30606.5485688901,3
8,4,1.67373797602946,0,36.2710108691826,30606.5485688901,3
8,5,1.9617153778323,0,36.2710108691826,30606.5485688901,3
8,6,1.43687824755257,2,36.2710108691826,30606.5485688901,3
8,7,0.273872732092449,1,36.2710108691826,30606.5485688901,3
8,8,2.22019014490943,0,36.2710108691826,30606.5485688901,3
8,9,1.08439419930571,1,36.2710108691826,30606.5485688901,3
8,10,0.514364596893567,0,36.2710108691826,30606.5485688901,3
8,11,1.76485237217524,0,36.2710108691826,30606.5485688901,3
8,12,2.14375746960152,0,36.2710108691826,30606.5485688901,3
8,13,1.69740722470482,0,36.2710108691826,30606.5485688901,3
8,14,2.99716296285679,2,36.2710108691826,30606.5485688901,3
8,15,0.798766076398804,0,36.2710108691826,30606.5485688901,3
8,16,0.835761915667084,0,36.2710108691826,30606.5485688901,3
8,17,2.40915600821567,0,36.2710108691826,30606.5485688901,3
8,18,2.31494142069883,0,36.2710108691826,30606.5485688901,3
8,19,1.88141149663716,1,36.2710108691826,30606.5485688901,3
8,20,0.787832854833328,0,36.2710108691826,30606.5485688901,3
9,1,4.47958841447106,1,36.3506450473797,18729.3895757531,5
9,2,2.03111483022291,0,36.3506450473797,18729.3895757531,5
9,3,3.64068158203284,0,36.3506450473797,18729.3895757531,5
9,4,0.254709297702757,1,36.3506450473797,18729.3895757531,5
9,5,2.33690796403331,0,36.3506450473797,18729.3895757531,5
9,6,3.06619583689917,0,36.3506450473797,18729.3895757531,5
9,7,2.17250571369188,0,36.3506450473797,18729.3895757531,5
9,8,1.68463684516901,1,36.3506450473797,18729.3895757531,5
9,9,1.63569428168346,0,36.3506450473797,18729.3895757531,5
9,10,1.58570538085686,1,36.3506450473797,18729.3895757531,5
9,11,2.30215728718251,0,36.3506450473797,18729.3895757531,5
9,12,2.67619497974317,0,36.3506450473797,18729.3895757531,5
9,13,4.32057085555151,0,36.3506450473797,18729.3895757531,5
9,14,0,0,36.3506450473797,18729.3895757531,5
9,15,1.6809556213581,0,36.3506450473797,18729.3895757531,5
9,16,1.38377832661811,0,36.3506450473797,18729.3895757531,5
9,17,2.6387981401764,0,36.3506450473797,18729.3895757531,5
9,18,2.21259049451141,0,36.3506450473797,18729.3895757531,5
9,19,2.81715131108976,0,36.3506450473797,18729.3895757531,5
9,20,3.03310402045884,0,36.3506450473797,18729.3895757531,5
10,1,1.69033759868719,0,64.1326413010247,28829.3325344299,2
10,2,0.504304830903336,0,64.1326413010247,28829.3325344299,2
10,3,1.99241659534612,2,64.1326413010247,28829.3325344299,2
10,4,3.1279402004346,1,64.1326413010247,28829.3325344299,2
10,5,2.01622081007973,0,64.1326413010247,28829.3325344299,2
10,6,2.38545193074106,0,64.1326413010247,28829.3325344299,2
10,7,0.663936515621752,1,64.1326413010247,28829.3325344299,2
10,8,1.18929614682049,0,64.1326413010247,28829.3325344299,2
10,9,1.32166999396364,1,64.1326413010247,28829.3325344299,2
10,10,0.580119444028105,1,64.1326413010247,28829.3325344299,2
10,11,2.38983661055892,1,64.1326413010247,28829.3325344299,2
10,12,1.07540246214983,0,64.1326413010247,28829.3325344299,2
10,13,1.58138573683724,0,64.1326413010247,28829.3325344299,2
10,14,2.80547995728561,2,64.1326413010247,28829.3325344299,2
10,15,2.17302444308264,0,64.1326413010247,28829.3325344299,2
10,16,0,0,64.1326413010247,28829.3325344299,2
10,17,1.01678896297917,1,64.1326413010247,28829.3325344299,2
10,18,2.89325747568279,1,64.1326413010247,28829.3325344299,2
10,19,1.87446351328209,1,64.1326413010247,28829.3325344299,2
10,20,3.96382651191352,2,64.1326413010247,28829.3325344299,2
11,1,2.68993356859457,2,58.5935710570775,24858.0861532722,5
11,2,3.43804489771019,1,58.5935710570775,24858.0861532722,5
11,3,2.54028992312097,0,58.5935710570775,24858.0861532722,5
11,4,2.55506511565056,2,58.5935710570775,24858.0861532722,5
11,5,1.02686213539871,0,58.5935710570775,24858.0861532722,5
11,6,2.19642389269722,1,58.5935710570775,24858.0861532722,5
11,7,0.547136538264042,0,58.5935710570775,24858.0861532722,5
11,8,1.2536841527375,3,58.5935710570775,24858.0861532722,5
11,9,2.82265428301139,1,58.5935710570775,24858.0861532722,5
11,10,2.33296761498524,0,58.5935710570775,24858.0861532722,5
11,11,2.58646910308026,1,58.5935710570775,24858.0861532722,5
11,12,0.691346804298888,3,58.5935710570775,24858.0861532722,5
11,13,2.91457471660136,2,58.5935710570775,24858.0861532722,5
11,14,2.20018537653695,1,58.5935710570775,24858.0861532722,5
11,15,1.48456193254982,1,58.5935710570775,24858.0861532722,5
11,16,4.01004720445106,0,58.5935710570775,24858.0861532722,5
11,17,0.929137607678571,0,58.5935710570775,24858.0861532722,5
11,18,0.811353830575635,1,58.5935710570775,24858.0861532722,5
11,19,0.490048615169357,0,58.5935710570775,24858.0861532722,5
11,20,0.80631116177827,1,58.5935710570775,24858.0861532722,5
12,1,1.33379124912473,0,64.2295727271121,25214.3313676102,1
12,2,1.01318196379083,1,64.2295727271121,25214.3313676102,1
12,3,2.17407259484949,0,64.2295727271121,25214.3313676102,1
12,4,0.0356132680725971,0,64.2295727271121,25214.3313676102,1
12,5,0,0,64.2295727271121,25214.3313676102,1
12,6,0.254047201420429,1,64.2295727271121,25214.3313676102,1
12,7,0.366190510404285,1,64.2295727271121,25214.3313676102,1
12,8,2.80406944539772,0,64.2295727271121,25214.3313676102,1
12,9,1.93616329193999,2,64.2295727271121,25214.3313676102,1
12,10,1.51642274186044,1,64.2295727271121,25214.3313676102,1
12,11,2.82329690299772,0,64.2295727271121,25214.3313676102,1
12,12,1.76820148503555,0,64.2295727271121,25214.3313676102,1
12,13,0.414485457769913,0,64.2295727271121,25214.3313676102,1
12,14,1.81393443297845,1,64.2295727271121,25214.3313676102,1
12,15,1.41479750205191,0,64.2295727271121,25214.3313676102,1
12,16,0.748091763864514,1,64.2295727271121,25214.3313676102,1
12,17,2.81406104355211,1,64.2295727271121,25214.3313676102,1
12,18,2.60924421946832,1,64.2295727271121,25214.3313676102,1
12,19,1.07097484422435,0,64.2295727271121,25214.3313676102,1
12,20,1.65430717437621,0,64.2295727271121,25214.3313676102,1
13,1,0.019516154265792,0,23.1183739800472,13678.5557971787,1
13,2,1.5355608410859,0,23.1183739800472,13678.5557971787,1
13,3,2.02013713133265,2,23.1183739800472,13678.5557971787,1
13,4,2.50157692931653,2,23.1183739800472,13678.5557971787,1
13,5,3.52840962831693,2,23.1183739800472,13678.5557971787,1
13,6,3.74563721337354,3,23.1183739800472,13678.5557971787,1
13,7,1.85835021702046,1,23.1183739800472,13678.5557971787,1
13,8,3.049210370909,0,23.1183739800472,13678.5557971787,1
13,9,2.05224461168215,1,23.1183739800472,13678.5557971787,1
13,10,1.48261867421073,0,23.1183739800472,13678.5557971787,1
13,11,1.10389580463296,0,23.1183739800472,13678.5557971787,1
13,12,3.78971908203256,4,23.1183739800472,13678.5557971787,1
13,13,1.75587022357589,0,23.1183739800472,13678.5557971787,1
13,14,1.16154678900869,0,23.1183739800472,13678.5557971787,1
13,15,2.25342516217648,0,23.1183739800472,13678.5557971787,1
13,16,2.50488097496171,0,23.1183739800472,13678.5557971787,1
13,17,2.89301753828982,1,23.1183739800472,13678.5557971787,1
13,18,2.24708922034966,0,23.1183739800472,13678.5557971787,1
13,19,1.36920819207423,0,23.1183739800472,13678.5557971787,1
13,20,3.17231977518116,0,23.1183739800472,13678.5557971787,1
14,1,1.71835565732944,1,56.8638541908003,15337.4745564741,5
14,2,1.95383298051945,0,56.8638541908003,15337.4745564741,5
14,3,0.717561794206226,1,56.8638541908003,15337.4745564741,5
14,4,2.69039201075051,1,56.8638541908003,15337.4745564741,5
14,5,0,0,56.8638541908003,15337.4745564741,5
14,6,1.58784883523125,1,56.8638541908003,15337.4745564741,5
14,7,3.25931133456392,2,56.8638541908003,15337.4745564741,5
14,8,2.10530954104191,1,56.8638541908003,15337.4745564741,5
14,9,1.64697070679821,0,56.8638541908003,15337.4745564741,5
14,10,1.94390399040288,0,56.8638541908003,15337.4745564741,5
14,11,2.1469518398607,1,56.8638541908003,15337.4745564741,5
14,12,1.49277470106355,0,56.8638541908003,15337.4745564741,5
14,13,2.44468328283236,1,56.8638541908003,15337.4745564741,5
14,14,2.1239795488487,1,56.8638541908003,15337.4745564741,5
14,15,2.99823877179399,0,56.8638541908003,15337.4745564741,5
14,16,1.6576836805522,0,56.8638541908003,15337.4745564741,5
14,17,2.41887390510159,1,56.8638541908003,15337.4745564741,5
14,18,1.75084907752969,1,56.8638541908003,15337.4745564741,5
14,19,0.95106592089563,0,56.8638541908003,15337.4745564741,5
14,20,2.8105627009033,0,56.8638541908003,15337.4745564741,5
15,1,3.02303530597609,0,22.3496116907336,21712.8700306125,1
15,2,1.3659527720068,0,22.3496116907336,21712.8700306125,1
15,3,3.10184138209602,0,22.3496116907336,21712.8700306125,1
15,4,3.16197934512538,0,22.3496116907336,21712.8700306125,1
15,5,2.23999275361324,0,22.3496116907336,21712.8700306125,1
15,6,2.23555541944126,0,22.3496116907336,21712.8700306125,1
15,7,2.29104517195958,1,22.3496116907336,21712.8700306125,1
15,8,2.83635363630159,0,22.3496116907336,21712.8700306125,1
15,9,1.3673632527768,0,22.3496116907336,21712.8700306125,1
15,10,4.078683055778,2,22.3496116907336,21712.8700306125,1
15,11,3.87089367796168,1,22.3496116907336,21712.8700306125,1
15,12,3.06968423154455,1,22.3496116907336,21712.8700306125,1
15,13,1.29276345004052,0,22.3496116907336,21712.8700306125,1
15,14,2.36093998556774,0,22.3496116907336,21712.8700306125,1
15,15,3.02585686456596,1,22.3496116907336,21712.8700306125,1
15,16,3.30457160222875,1,22.3496116907336,21712.8700306125,1
15,17,2.70725188245569,2,22.3496116907336,21712.8700306125,1
15,18,1.07761030649786,0,22.3496116907336,21712.8700306125,1
15,19,2.14718165796937,1,22.3496116907336,21712.8700306125,1
15,20,1.67992544135357,1,22.3496116907336,21712.8700306125,1
16,1,4.00585844310786,3,47.557133828057,6822.16439410611,2
16,2,1.76324055280612,1,47.557133828057,6822.16439410611,2
16,3,1.67567404693959,0,47.557133828057,6822.16439410611,2
16,4,3.06434756468478,0,47.557133828057,6822.16439410611,2
16,5,1.38463800227489,0,47.557133828057,6822.16439410611,2
16,6,1.90484162030672,0,47.557133828057,6822.16439410611,2
16,7,2.3945869169761,1,47.557133828057,6822.16439410611,2
16,8,2.14336701894576,0,47.557133828057,6822.16439410611,2
16,9,0.096661113531634,0,47.557133828057,6822.16439410611,2
16,10,2.41812431112159,1,47.557133828057,6822.16439410611,2
16,11,0.271466914116766,0,47.557133828057,6822.16439410611,2
16,12,0.0881561109812214,0,47.557133828057,6822.16439410611,2
16,13,2.57035792067443,1,47.557133828057,6822.16439410611,2
16,14,2.17151664307974,0,47.557133828057,6822.16439410611,2
16,15,2.93466285037238,0,47.557133828057,6822.16439410611,2
16,16,3.05606032623644,1,47.557133828057,6822.16439410611,2
16,17,2.39857068733499,1,47.557133828057,6822.16439410611,2
16,18,1.10498613612833,0,47.557133828057,6822.16439410611,2
16,19,4.13114324023132,0,47.557133828057,6822.16439410611,2
16,20,4.49880395072093,0,47.557133828057,6822.16439410611,2
17,1,2.3731060133455,1,53.8231249356177,18486.2576394589,2
17,2,1.93626702851547,1,53.8231249356177,18486.2576394589,2
17,3,2.18516980974782,0,53.8231249356177,18486.2576394589,2
17,4,1.45667973935705,1,53.8231249356177,18486.2576394589,2
17,5,2.05469142685273,1,53.8231249356177,18486.2576394589,2
17,6,0.775261389597279,1,53.8231249356177,18486.2576394589,2
17,7,2.44359549846106,2,53.8231249356177,18486.2576394589,2
17,8,0.801500210724474,0,53.8231249356177,18486.2576394589,2
17,9,0.736521519995497,0,53.8231249356177,18486.2576394589,2
17,10,0,0,53.8231249356177,18486.2576394589,2
17,11,1.33431644562545,1,53.8231249356177,18486.2576394589,2
17,12,0.741710673526447,1,53.8231249356177,18486.2576394589,2
17,13,1.97853638680102,0,53.8231249356177,18486.2576394589,2
17,14,1.11253215307559,0,53.8231249356177,18486.2576394589,2
17,15,2.38132589269423,1,53.8231249356177,18486.2576394589,2
17,16,4.23651586033116,1,53.8231249356177,18486.2576394589,2
17,17,2.13848959994207,0,53.8231249356177,18486.2576394589,2
17,18,2.25349472367306,1,53.8231249356177,18486.2576394589,2
17,19,0.817220691368992,1,53.8231249356177,18486.2576394589,2
17,20,0.798944710495635,0,53.8231249356177,18486.2576394589,2
18,1,0.611983741823328,0,59.5013302131556,19664.6819982961,4
18,2,2.62215982819316,1,59.5013302131556,19664.6819982961,4
18,3,3.34309146778547,1,59.5013302131556,19664.6819982961,4
18,4,3.66861234607006,0,59.5013302131556,19664.6819982961,4
18,5,1.50765359357591,0,59.5013302131556,19664.6819982961,4
18,6,2.8542693533207,1,59.5013302131556,19664.6819982961,4
18,7,2.32816276268675,1,59.5013302131556,19664.6819982961,4
18,8,3.64296905130333,2,59.5013302131556,19664.6819982961,4
18,9,1.22346433615574,0,59.5013302131556,19664.6819982961,4
18,10,1.11435697424216,1,59.5013302131556,19664.6819982961,4
18,11,3.35201578514652,0,59.5013302131556,19664.6819982961,4
18,12,0.00891663827737599,1,59.5013302131556,19664.6819982961,4
18,13,1.1470629069145,0,59.5013302131556,19664.6819982961,4
18,14,1.42520618526765,1,59.5013302131556,19664.6819982961,4
18,15,1.89427263852499,0,59.5013302131556,19664.6819982961,4
18,16,0.156738016115543,0,59.5013302131556,19664.6819982961,4
18,17,0,0,59.5013302131556,19664.6819982961,4
18,18,2.19386493395564,0,59.5013302131556,19664.6819982961,4
18,19,3.60648422477365,1,59.5013302131556,19664.6819982961,4
18,20,2.26872773968151,0,59.5013302131556,19664.6819982961,4
19,1,2.3700945384825,1,39.6033877627924,15403.7236870615,3
19,2,2.07943557704027,1,39.6033877627924,15403.7236870615,3
19,3,0.195452080420635,0,39.6033877627924,15403.7236870615,3
19,4,1.94124352449713,1,39.6033877627924,15403.7236870615,3
19,5,1.72208866373358,0,39.6033877627924,15403.7236870615,3
19,6,0.977188403481324,0,39.6033877627924,15403.7236870615,3
19,7,0.905674828414339,1,39.6033877627924,15403.7236870615,3
19,8,2.0545155360626,0,39.6033877627924,15403.7236870615,3
19,9,4.07571417003848,1,39.6033877627924,15403.7236870615,3
19,10,1.38343955003469,2,39.6033877627924,15403.7236870615,3
19,11,3.08744822079488,3,39.6033877627924,15403.7236870615,3
19,12,0.409526505840742,0,39.6033877627924,15403.7236870615,3
19,13,2.46460168969866,0,39.6033877627924,15403.7236870615,3
19,14,2.92220158119258,0,39.6033877627924,15403.7236870615,3
19,15,2.75588431026508,0,39.6033877627924,15403.7236870615,3
19,16,2.66552397932091,2,39.6033877627924,15403.7236870615,3
19,17,0.683146165862488,0,39.6033877627924,15403.7236870615,3
19,18,2.11848377983693,1,39.6033877627924,15403.7236870615,3
19,19,1.78183694137555,0,39.6033877627924,15403.7236870615,3
19,20,2.16281315415057,2,39.6033877627924,15403.7236870615,3
20,1,2.6492909735946,1,38.1146271114703,16832.1255803878,1
20,2,3.2853938613354,0,38.1146271114703,16832.1255803878,1
20,3,0,0,38.1146271114703,16832.1255803878,1
20,4,0.9402144999922,1,38.1146271114703,16832.1255803878,1
20,5,1.25616713985519,0,38.1146271114703,16832.1255803878,1
20,6,1.19746306269238,2,38.1146271114703,16832.1255803878,1
20,7,1.2283014365591,1,38.1146271114703,16832.1255803878,1
20,8,2.74366882934987,0,38.1146271114703,16832.1255803878,1
20,9,2.83462017289723,2,38.1146271114703,16832.1255803878,1
20,10,1.19104005620501,0,38.1146271114703,16832.1255803878,1
20,11,2.02926270342289,1,38.1146271114703,16832.1255803878,1
20,12,0.958032331463477,1,38.1146271114703,16832.1255803878,1
20,13,2.69575580357054,2,38.1146271114703,16832.1255803878,1
20,14,0.571957731760982,0,38.1146271114703,16832.1255803878,1
20,15,1.45201868891497,1,38.1146271114703,16832.1255803878,1
20,16,0.310321715607328,0,38.1146271114703,16832.1255803878,1
20,17,2.32120693285178,0,38.1146271114703,16832.1255803878,1
20,18,2.0663282970377,1,38.1146271114703,16832.1255803878,1
20,19,1.71700812479432,1,38.1146271114703,16832.1255803878,1
20,20,2.19600488148595,1,38.1146271114703,16832.1255803878,1
21,1,0.700586199885427,0,50.2289994377643,14169.2707669965,1
21,2,2.46007448418728,0,50.2289994377643,14169.2707669965,1
21,3,0,0,50.2289994377643,14169.2707669965,1
21,4,0.847457237490811,0,50.2289994377643,14169.2707669965,1
21,5,2.4148616971847,1,50.2289994377643,14169.2707669965,1
21,6,0.723383914167777,0,50.2289994377643,14169.2707669965,1
21,7,2.08108309315434,0,50.2289994377643,14169.2707669965,1
21,8,3.18207863208581,1,50.2289994377643,14169.2707669965,1
21,9,2.82766621121107,2,50.2289994377643,14169.2707669965,1
21,10,1.34254275849524,0,50.2289994377643,14169.2707669965,1
21,11,2.48986010792288,0,50.2289994377643,14169.2707669965,1
21,12,3.25483833046104,0,50.2289994377643,14169.2707669965,1
21,13,1.39670927998443,1,50.2289994377643,14169.2707669965,1
21,14,1.92574530086365,0,50.2289994377643,14169.2707669965,1
21,15,2.41673436556053,0,50.2289994377643,14169.2707669965,1
21,16,2.23125815724877,0,50.2289994377643,14169.2707669965,1
21,17,0.588255778366745,0,50.2289994377643,14169.2707669965,1
21,18,1.18460914291928,0,50.2289994377643,14169.2707669965,1
21,19,3.04293664546722,2,50.2289994377643,14169.2707669965,1
21,20,0.585865894736976,2,50.2289994377643,14169.2707669965,1
22,1,0,1,64.6546248025261,24812.1716574895,3
22,2,3.27958129206205,1,64.6546248025261,24812.1716574895,3
22,3,1.66333334704395,1,64.6546248025261,24812.1716574895,3
22,4,2.26634441954724,1,64.6546248025261,24812.1716574895,3
22,5,2.26467221829921,0,64.6546248025261,24812.1716574895,3
22,6,2.98484413491201,0,64.6546248025261,24812.1716574895,3
22,7,4.00796560703087,1,64.6546248025261,24812.1716574895,3
22,8,2.72114492030009,2,64.6546248025261,24812.1716574895,3
22,9,0.690399488261308,1,64.6546248025261,24812.1716574895,3
22,10,1.1873783718982,1,64.6546248025261,24812.1716574895,3
22,11,1.61114127849734,1,64.6546248025261,24812.1716574895,3
22,12,0.347914312537956,0,64.6546248025261,24812.1716574895,3
22,13,0.29847283805381,0,64.6546248025261,24812.1716574895,3
22,14,2.41911656596301,0,64.6546248025261,24812.1716574895,3
22,15,2.14892625966333,0,64.6546248025261,24812.1716574895,3
22,16,2.57249646864526,0,64.6546248025261,24812.1716574895,3
22,17,1.0698785358027,0,64.6546248025261,24812.1716574895,3
22,18,2.30187019664268,0,64.6546248025261,24812.1716574895,3
22,19,0.660398191327353,0,64.6546248025261,24812.1716574895,3
